;t;Pga;(Po-Pa);(Pk-Pa);(Po-Pk);DPg;DPL;sigm;Q;Qgk;MgSH;Pэкран
2511;2,51100E-1 ;9,03322E+0 ;1,26143E+0 ;1,08060E+0 ;2,29366E+0 ;7,36000E-2 ;4,82155E-1 ;1,34801E+0 ;2,85999E+0 ;1,37896E-3 ;1,70656E-4 ;8,81142E-2 
2512;2,51200E-1 ;9,03322E+0 ;1,26551E+0 ;1,07630E+0 ;2,29774E+0 ;7,36000E-2 ;4,82155E-1 ;1,34442E+0 ;2,87142E+0 ;1,38447E-3 ;1,70656E-4 ;9,60005E-2 
2513;2,51300E-1 ;9,03322E+0 ;1,26245E+0 ;1,07414E+0 ;2,29468E+0 ;7,36000E-2 ;4,82155E-1 ;1,34586E+0 ;2,87717E+0 ;1,38724E-3 ;1,70656E-4 ;9,74328E-2 
2514;2,51400E-1 ;9,03322E+0 ;1,26092E+0 ;1,06984E+0 ;2,29315E+0 ;7,36000E-2 ;4,82155E-1 ;1,34872E+0 ;2,88874E+0 ;1,39282E-3 ;1,70656E-4 ;1,06754E-1 
2515;2,51500E-1 ;9,03322E+0 ;1,26296E+0 ;1,05837E+0 ;2,29519E+0 ;7,36000E-2 ;4,82155E-1 ;1,35088E+0 ;2,92005E+0 ;1,40791E-3 ;1,70656E-4 ;1,20376E-1 
2516;2,51600E-1 ;9,03322E+0 ;1,26704E+0 ;1,04977E+0 ;2,29927E+0 ;7,36000E-2 ;4,82155E-1 ;1,34442E+0 ;2,94398E+0 ;1,41945E-3 ;1,70656E-4 ;1,34714E-1 
2517;2,51700E-1 ;9,03322E+0 ;1,26092E+0 ;1,04188E+0 ;2,29315E+0 ;7,36000E-2 ;4,82155E-1 ;1,34442E+0 ;2,96626E+0 ;1,43020E-3 ;1,70656E-4 ;1,53353E-1 
2518;2,51800E-1 ;9,03322E+0 ;1,26602E+0 ;1,04188E+0 ;2,29825E+0 ;7,36000E-2 ;4,82155E-1 ;1,35374E+0 ;2,96626E+0 ;1,43020E-3 ;1,70656E-4 ;1,65541E-1 
2519;2,51900E-1 ;9,03322E+0 ;1,26653E+0 ;1,03256E+0 ;2,29876E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;2,99304E+0 ;1,44311E-3 ;1,70656E-4 ;1,76294E-1 
2520;2,52000E-1 ;9,03322E+0 ;1,26653E+0 ;1,03543E+0 ;2,29876E+0 ;7,36000E-2 ;4,82155E-1 ;1,34155E+0 ;2,98474E+0 ;1,43911E-3 ;1,70656E-4 ;1,81313E-1 
2521;2,52100E-1 ;9,03322E+0 ;1,26806E+0 ;1,03687E+0 ;2,30029E+0 ;7,36000E-2 ;4,82155E-1 ;1,34657E+0 ;2,98061E+0 ;1,43712E-3 ;1,70656E-4 ;1,93501E-1 
2522;2,52200E-1 ;9,03322E+0 ;1,27009E+0 ;1,03471E+0 ;2,30232E+0 ;7,36000E-2 ;4,82155E-1 ;1,34872E+0 ;2,98682E+0 ;1,44011E-3 ;1,70656E-4 ;1,97802E-1 
2523;2,52300E-1 ;9,03322E+0 ;1,27264E+0 ;1,03543E+0 ;2,30487E+0 ;7,36000E-2 ;4,82155E-1 ;1,35088E+0 ;2,98474E+0 ;1,43911E-3 ;1,70656E-4 ;2,08555E-1 
2524;2,52400E-1 ;9,03322E+0 ;1,27315E+0 ;1,02755E+0 ;2,30538E+0 ;7,36000E-2 ;4,82155E-1 ;1,34012E+0 ;3,00765E+0 ;1,45015E-3 ;1,70656E-4 ;2,24328E-1 
2525;2,52500E-1 ;9,03322E+0 ;1,27315E+0 ;1,02109E+0 ;2,30538E+0 ;7,36000E-2 ;4,82155E-1 ;1,34155E+0 ;3,02666E+0 ;1,45932E-3 ;1,70656E-4 ;2,33648E-1 
2526;2,52600E-1 ;9,03322E+0 ;1,27519E+0 ;1,01249E+0 ;2,30742E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;3,05238E+0 ;1,47172E-3 ;1,70656E-4 ;2,22177E-1 
2527;2,52700E-1 ;9,03322E+0 ;1,27570E+0 ;9,98869E-1 ;2,30793E+0 ;7,36000E-2 ;4,82155E-1 ;1,34370E+0 ;3,09400E+0 ;1,49179E-3 ;1,70656E-4 ;1,90632E-1 
2528;2,52800E-1 ;9,03322E+0 ;1,27570E+0 ;9,88114E-1 ;2,30793E+0 ;7,36000E-2 ;4,82155E-1 ;1,35088E+0 ;3,12767E+0 ;1,50802E-3 ;1,70656E-4 ;1,58373E-1 
2529;2,52900E-1 ;9,03322E+0 ;1,27825E+0 ;9,88832E-1 ;2,31048E+0 ;7,36000E-2 ;4,82155E-1 ;1,34657E+0 ;3,12540E+0 ;1,50693E-3 ;1,70656E-4 ;1,23961E-1 
2530;2,53000E-1 ;9,03322E+0 ;1,27570E+0 ;1,00102E+0 ;2,30793E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;3,08735E+0 ;1,48858E-3 ;1,70656E-4 ;9,81512E-2 
2531;2,53100E-1 ;9,03322E+0 ;1,27774E+0 ;1,00245E+0 ;2,30997E+0 ;7,36000E-2 ;4,82155E-1 ;1,35446E+0 ;3,08293E+0 ;1,48645E-3 ;1,70656E-4 ;6,66059E-2 
2532;2,53200E-1 ;9,03322E+0 ;1,28232E+0 ;1,01034E+0 ;2,31455E+0 ;7,36000E-2 ;4,82155E-1 ;1,35661E+0 ;3,05888E+0 ;1,47485E-3 ;1,70656E-4 ;3,93642E-2 
2533;2,53300E-1 ;9,03322E+0 ;1,27723E+0 ;1,00174E+0 ;2,30946E+0 ;7,36000E-2 ;4,82155E-1 ;1,35159E+0 ;3,08514E+0 ;1,48752E-3 ;1,70656E-4 ;2,07248E-2 
2534;2,53400E-1 ;9,03322E+0 ;1,27060E+0 ;9,91699E-1 ;2,30283E+0 ;7,36000E-2 ;4,82155E-1 ;1,34872E+0 ;3,11637E+0 ;1,50257E-3 ;1,70656E-4 ;2,80160E-3 
2535;2,53500E-1 ;9,03322E+0 ;1,26959E+0 ;9,82381E-1 ;2,30182E+0 ;7,36000E-2 ;4,82155E-1 ;1,35804E+0 ;3,14593E+0 ;1,51682E-3 ;1,70656E-4 ;1,36712E-3 
2536;2,53600E-1 ;9,03322E+0 ;1,27213E+0 ;9,56571E-1 ;2,30436E+0 ;7,36000E-2 ;4,82155E-1 ;1,35948E+0 ;3,23081E+0 ;1,55775E-3 ;1,70656E-4 ;-7,95366E-3 
2537;2,53700E-1 ;9,03322E+0 ;1,27213E+0 ;9,51551E-1 ;2,30436E+0 ;7,36000E-2 ;4,82155E-1 ;1,35518E+0 ;3,24785E+0 ;1,56597E-3 ;1,70656E-4 ;-6,51918E-3 
2538;2,53800E-1 ;9,03322E+0 ;1,27213E+0 ;9,57287E-1 ;2,30436E+0 ;7,36000E-2 ;4,82155E-1 ;1,35303E+0 ;3,22839E+0 ;1,55658E-3 ;1,70656E-4 ;-1,15365E-2 
2539;2,53900E-1 ;9,03322E+0 ;1,27468E+0 ;9,63739E-1 ;2,30691E+0 ;7,36000E-2 ;4,82155E-1 ;1,35589E+0 ;3,20678E+0 ;1,54616E-3 ;1,70656E-4 ;-1,58377E-2 
2540;2,54000E-1 ;9,03322E+0 ;1,27366E+0 ;9,73776E-1 ;2,30589E+0 ;7,36000E-2 ;4,82155E-1 ;1,35733E+0 ;3,17373E+0 ;1,53023E-3 ;1,70656E-4 ;-2,37240E-2 
2541;2,54100E-1 ;9,03322E+0 ;1,27417E+0 ;9,84531E-1 ;2,30640E+0 ;7,36000E-2 ;4,82155E-1 ;1,35518E+0 ;3,13906E+0 ;1,51351E-3 ;1,70656E-4 ;-2,58747E-2 
2542;2,54200E-1 ;9,03322E+0 ;1,27519E+0 ;9,82381E-1 ;2,30742E+0 ;7,36000E-2 ;4,82155E-1 ;1,35733E+0 ;3,14593E+0 ;1,51682E-3 ;1,70656E-4 ;-8,66979E-3 
2543;2,54300E-1 ;9,03322E+0 ;1,28334E+0 ;9,75210E-1 ;2,31557E+0 ;7,36000E-2 ;4,82155E-1 ;1,35518E+0 ;3,16906E+0 ;1,52798E-3 ;1,70656E-4 ;3,51773E-3 
2544;2,54400E-1 ;9,03322E+0 ;1,28793E+0 ;9,61588E-1 ;2,32016E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;3,21395E+0 ;1,54962E-3 ;1,70656E-4 ;3,64952E-2 
2545;2,54500E-1 ;9,03322E+0 ;1,30169E+0 ;9,45818E-1 ;2,33392E+0 ;7,36000E-2 ;4,82155E-1 ;1,34370E+0 ;3,26754E+0 ;1,57546E-3 ;1,70656E-4 ;7,95118E-2 
2546;2,54600E-1 ;9,03322E+0 ;1,30423E+0 ;9,34347E-1 ;2,33646E+0 ;7,36000E-2 ;4,82155E-1 ;1,34872E+0 ;3,30766E+0 ;1,59480E-3 ;1,70656E-4 ;1,43316E-1 
2547;2,54700E-1 ;9,03322E+0 ;1,30525E+0 ;9,25744E-1 ;2,33748E+0 ;7,36000E-2 ;4,82155E-1 ;1,35016E+0 ;3,33839E+0 ;1,60962E-3 ;1,70656E-4 ;1,90632E-1 
2548;2,54800E-1 ;9,03322E+0 ;1,30831E+0 ;9,32912E-1 ;2,34054E+0 ;7,36000E-2 ;4,82155E-1 ;1,34084E+0 ;3,31274E+0 ;1,59725E-3 ;1,70656E-4 ;2,29347E-1 
2549;2,54900E-1 ;9,03322E+0 ;1,31086E+0 ;9,37213E-1 ;2,34309E+0 ;7,36000E-2 ;4,82155E-1 ;1,34299E+0 ;3,29754E+0 ;1,58992E-3 ;1,70656E-4 ;2,53004E-1 
2550;2,55000E-1 ;9,03322E+0 ;1,31137E+0 ;9,47969E-1 ;2,34360E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;3,26013E+0 ;1,57189E-3 ;1,70656E-4 ;2,78813E-1 
2551;2,55100E-1 ;9,03322E+0 ;1,31341E+0 ;9,56571E-1 ;2,34564E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;3,23081E+0 ;1,55775E-3 ;1,70656E-4 ;2,70927E-1 
2552;2,55200E-1 ;9,03322E+0 ;1,31341E+0 ;9,52986E-1 ;2,34564E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;3,24296E+0 ;1,56361E-3 ;1,70656E-4 ;2,63759E-1 
2553;2,55300E-1 ;9,03322E+0 ;1,31391E+0 ;9,46534E-1 ;2,34614E+0 ;7,36000E-2 ;4,82155E-1 ;1,34012E+0 ;3,26507E+0 ;1,57427E-3 ;1,70656E-4 ;2,60174E-1 
2554;2,55400E-1 ;9,03322E+0 ;1,31341E+0 ;9,41515E-1 ;2,34564E+0 ;7,36000E-2 ;4,82155E-1 ;1,34442E+0 ;3,28248E+0 ;1,58266E-3 ;1,70656E-4 ;2,42967E-1 
2555;2,55500E-1 ;9,03322E+0 ;1,31646E+0 ;9,32912E-1 ;2,34869E+0 ;7,36000E-2 ;4,82155E-1 ;1,34586E+0 ;3,31274E+0 ;1,59725E-3 ;1,70656E-4 ;2,20742E-1 
2556;2,55600E-1 ;9,03322E+0 ;1,32003E+0 ;9,27895E-1 ;2,35226E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;3,33066E+0 ;1,60589E-3 ;1,70656E-4 ;1,91350E-1 
2557;2,55700E-1 ;9,03322E+0 ;1,31799E+0 ;9,22875E-1 ;2,35022E+0 ;7,36000E-2 ;4,82155E-1 ;1,34872E+0 ;3,34877E+0 ;1,61463E-3 ;1,70656E-4 ;1,52637E-1 
2558;2,55800E-1 ;9,03322E+0 ;1,31697E+0 ;9,26460E-1 ;2,34920E+0 ;7,36000E-2 ;4,82155E-1 ;1,34514E+0 ;3,33581E+0 ;1,60838E-3 ;1,70656E-4 ;1,14640E-1 
2559;2,55900E-1 ;9,03322E+0 ;1,31595E+0 ;9,34347E-1 ;2,34818E+0 ;7,36000E-2 ;4,82155E-1 ;1,35088E+0 ;3,30766E+0 ;1,59480E-3 ;1,70656E-4 ;7,44922E-2 
2560;2,56000E-1 ;9,03322E+0 ;1,31850E+0 ;9,38648E-1 ;2,35073E+0 ;7,36000E-2 ;4,82155E-1 ;1,35661E+0 ;3,29250E+0 ;1,58749E-3 ;1,70656E-4 ;4,50999E-2 
2561;2,56100E-1 ;9,03322E+0 ;1,31697E+0 ;9,39364E-1 ;2,34920E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;3,28999E+0 ;1,58628E-3 ;1,70656E-4 ;2,71766E-2 
2562;2,56200E-1 ;9,03322E+0 ;1,31137E+0 ;9,36497E-1 ;2,34360E+0 ;7,36000E-2 ;4,82155E-1 ;1,35518E+0 ;3,30006E+0 ;1,59114E-3 ;1,70656E-4 ;2,28754E-2 
2563;2,56300E-1 ;9,03322E+0 ;1,31391E+0 ;9,22159E-1 ;2,34614E+0 ;7,36000E-2 ;4,82155E-1 ;1,35303E+0 ;3,35137E+0 ;1,61588E-3 ;1,70656E-4 ;3,14779E-2 
2564;2,56400E-1 ;9,03322E+0 ;1,31646E+0 ;9,16423E-1 ;2,34869E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;3,37235E+0 ;1,62599E-3 ;1,70656E-4 ;4,07986E-2 
2565;2,56500E-1 ;9,03322E+0 ;1,32309E+0 ;9,08537E-1 ;2,35532E+0 ;7,36000E-2 ;4,82155E-1 ;1,34657E+0 ;3,40162E+0 ;1,64011E-3 ;1,70656E-4 ;7,80773E-2 
2566;2,56600E-1 ;9,03322E+0 ;1,32360E+0 ;9,02801E-1 ;2,35583E+0 ;7,36000E-2 ;4,82155E-1 ;1,35016E+0 ;3,42323E+0 ;1,65053E-3 ;1,70656E-4 ;9,81512E-2 
2567;2,56700E-1 ;9,03322E+0 ;1,32309E+0 ;9,07821E-1 ;2,35532E+0 ;7,36000E-2 ;4,82155E-1 ;1,34586E+0 ;3,40430E+0 ;1,64140E-3 ;1,70656E-4 ;1,21808E-1 
2568;2,56800E-1 ;9,03322E+0 ;1,32513E+0 ;9,09972E-1 ;2,35736E+0 ;7,36000E-2 ;4,82155E-1 ;1,35016E+0 ;3,39626E+0 ;1,63752E-3 ;1,70656E-4 ;1,35430E-1 
2569;2,56900E-1 ;9,03322E+0 ;1,32462E+0 ;9,18574E-1 ;2,35685E+0 ;7,36000E-2 ;4,82155E-1 ;1,34801E+0 ;3,36445E+0 ;1,62219E-3 ;1,70656E-4 ;1,56220E-1 
2570;2,57000E-1 ;9,03322E+0 ;1,32818E+0 ;9,18574E-1 ;2,36041E+0 ;7,36000E-2 ;4,82155E-1 ;1,34657E+0 ;3,36445E+0 ;1,62219E-3 ;1,70656E-4 ;1,72711E-1 
2571;2,57100E-1 ;9,03322E+0 ;1,33022E+0 ;9,18574E-1 ;2,36245E+0 ;7,36000E-2 ;4,82155E-1 ;1,34944E+0 ;3,36445E+0 ;1,62219E-3 ;1,70656E-4 ;1,84180E-1 
2572;2,57200E-1 ;9,03322E+0 ;1,33277E+0 ;9,11406E-1 ;2,36500E+0 ;7,36000E-2 ;4,82155E-1 ;1,34872E+0 ;3,39091E+0 ;1,63494E-3 ;1,70656E-4 ;1,88481E-1 
2573;2,57300E-1 ;9,03322E+0 ;1,33379E+0 ;9,14273E-1 ;2,36602E+0 ;7,36000E-2 ;4,82155E-1 ;1,34442E+0 ;3,38028E+0 ;1,62982E-3 ;1,70656E-4 ;2,14291E-1 
2574;2,57400E-1 ;9,03322E+0 ;1,33277E+0 ;9,17139E-1 ;2,36500E+0 ;7,36000E-2 ;4,82155E-1 ;1,34801E+0 ;3,36972E+0 ;1,62472E-3 ;1,70656E-4 ;2,55154E-1 
2575;2,57500E-1 ;9,03322E+0 ;1,33684E+0 ;9,30045E-1 ;2,36907E+0 ;7,36000E-2 ;4,82155E-1 ;1,34586E+0 ;3,32296E+0 ;1,60218E-3 ;1,70656E-4 ;2,78813E-1 
2576;2,57600E-1 ;9,03322E+0 ;1,33837E+0 ;9,33630E-1 ;2,37060E+0 ;7,36000E-2 ;4,82155E-1 ;1,34155E+0 ;3,31020E+0 ;1,59603E-3 ;1,70656E-4 ;2,91717E-1 
2577;2,57700E-1 ;9,03322E+0 ;1,34194E+0 ;9,45100E-1 ;2,37417E+0 ;7,36000E-2 ;4,82155E-1 ;1,34227E+0 ;3,27002E+0 ;1,57666E-3 ;1,70656E-4 ;2,91717E-1 
2578;2,57800E-1 ;9,03322E+0 ;1,34041E+0 ;9,48685E-1 ;2,37264E+0 ;7,36000E-2 ;4,82155E-1 ;1,34801E+0 ;3,25767E+0 ;1,57070E-3 ;1,70656E-4 ;2,60890E-1 
2579;2,57900E-1 ;9,03322E+0 ;1,34500E+0 ;9,58005E-1 ;2,37723E+0 ;7,36000E-2 ;4,82155E-1 ;1,34299E+0 ;3,22597E+0 ;1,55542E-3 ;1,70656E-4 ;2,18592E-1 
2580;2,58000E-1 ;9,03322E+0 ;1,34958E+0 ;9,54420E-1 ;2,38181E+0 ;7,36000E-2 ;4,82155E-1 ;1,34872E+0 ;3,23809E+0 ;1,56126E-3 ;1,70656E-4 ;1,62674E-1 
2581;2,58100E-1 ;9,03322E+0 ;1,34958E+0 ;9,61588E-1 ;2,38181E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;3,21395E+0 ;1,54962E-3 ;1,70656E-4 ;1,21808E-1 
2582;2,58200E-1 ;9,03322E+0 ;1,34958E+0 ;9,55855E-1 ;2,38181E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;3,23323E+0 ;1,55892E-3 ;1,70656E-4 ;7,59267E-2 
2583;2,58300E-1 ;9,03322E+0 ;1,34551E+0 ;9,60872E-1 ;2,37774E+0 ;7,36000E-2 ;4,82155E-1 ;1,35088E+0 ;3,21635E+0 ;1,55078E-3 ;1,70656E-4 ;4,15148E-2 
2584;2,58400E-1 ;9,03322E+0 ;1,34755E+0 ;9,65890E-1 ;2,37978E+0 ;7,36000E-2 ;4,82155E-1 ;1,35446E+0 ;3,19964E+0 ;1,54272E-3 ;1,70656E-4 ;1,06879E-2 
2585;2,58500E-1 ;9,03322E+0 ;1,34143E+0 ;9,74494E-1 ;2,37366E+0 ;7,36000E-2 ;4,82155E-1 ;1,35661E+0 ;3,17139E+0 ;1,52910E-3 ;1,70656E-4 ;-1,58377E-2 
2586;2,58600E-1 ;9,03322E+0 ;1,33277E+0 ;9,84531E-1 ;2,36500E+0 ;7,36000E-2 ;4,82155E-1 ;1,34801E+0 ;3,13906E+0 ;1,51351E-3 ;1,70656E-4 ;-3,44793E-2 
2587;2,58700E-1 ;9,03322E+0 ;1,35621E+0 ;9,86682E-1 ;2,38844E+0 ;7,36000E-2 ;4,82155E-1 ;1,35303E+0 ;3,13221E+0 ;1,51021E-3 ;1,70656E-4 ;-5,45509E-2 
2588;2,58800E-1 ;9,03322E+0 ;1,35468E+0 ;9,92417E-1 ;2,38691E+0 ;7,36000E-2 ;4,82155E-1 ;1,35016E+0 ;3,11411E+0 ;1,50148E-3 ;1,70656E-4 ;-7,03235E-2 
2589;2,58900E-1 ;9,03322E+0 ;1,33888E+0 ;1,00389E+0 ;2,37111E+0 ;7,36000E-2 ;4,82155E-1 ;1,35088E+0 ;3,07853E+0 ;1,48433E-3 ;1,70656E-4 ;-8,60961E-2 
2590;2,59000E-1 ;9,03322E+0 ;1,34551E+0 ;9,94568E-1 ;2,37774E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;3,10738E+0 ;1,49824E-3 ;1,70656E-4 ;-9,89998E-2 
2591;2,59100E-1 ;9,03322E+0 ;1,35519E+0 ;9,94568E-1 ;2,38742E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;3,10738E+0 ;1,49824E-3 ;1,70656E-4 ;-1,03303E-1 
2592;2,59200E-1 ;9,03322E+0 ;1,35519E+0 ;9,98151E-1 ;2,38742E+0 ;7,36000E-2 ;4,82155E-1 ;1,34012E+0 ;3,09622E+0 ;1,49286E-3 ;1,70656E-4 ;-1,09037E-1 
2593;2,59300E-1 ;9,03322E+0 ;1,35621E+0 ;9,98151E-1 ;2,38844E+0 ;7,36000E-2 ;4,82155E-1 ;1,34944E+0 ;3,09622E+0 ;1,49286E-3 ;1,70656E-4 ;-1,07604E-1 
2594;2,59400E-1 ;9,03322E+0 ;1,35723E+0 ;1,00460E+0 ;2,38946E+0 ;7,36000E-2 ;4,82155E-1 ;1,34370E+0 ;3,07633E+0 ;1,48327E-3 ;1,70656E-4 ;-1,03303E-1 
2595;2,59500E-1 ;9,03322E+0 ;1,36232E+0 ;1,01321E+0 ;2,39455E+0 ;7,36000E-2 ;4,82155E-1 ;1,34442E+0 ;3,05021E+0 ;1,47067E-3 ;1,70656E-4 ;-9,97181E-2 
2596;2,59600E-1 ;9,03322E+0 ;1,35876E+0 ;1,02109E+0 ;2,39099E+0 ;7,36000E-2 ;4,82155E-1 ;1,35016E+0 ;3,02666E+0 ;1,45932E-3 ;1,70656E-4 ;-9,46986E-2 
2597;2,59700E-1 ;9,03322E+0 ;1,36028E+0 ;1,02468E+0 ;2,39251E+0 ;7,36000E-2 ;4,82155E-1 ;1,34657E+0 ;3,01607E+0 ;1,45421E-3 ;1,70656E-4 ;-8,96812E-2 
2598;2,59800E-1 ;9,03322E+0 ;1,36028E+0 ;1,03543E+0 ;2,39251E+0 ;7,36000E-2 ;4,82155E-1 ;1,34586E+0 ;2,98474E+0 ;1,43911E-3 ;1,70656E-4 ;-8,60961E-2 
2599;2,59900E-1 ;9,03322E+0 ;1,36334E+0 ;1,03041E+0 ;2,39557E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;2,99928E+0 ;1,44612E-3 ;1,70656E-4 ;-7,39086E-2 
2600;2,60000E-1 ;9,03322E+0 ;1,36487E+0 ;1,02970E+0 ;2,39710E+0 ;7,36000E-2 ;4,82155E-1 ;1,35088E+0 ;3,00137E+0 ;1,44712E-3 ;1,70656E-4 ;-6,81729E-2 
2601;2,60100E-1 ;9,03322E+0 ;1,38474E+0 ;1,02898E+0 ;2,41697E+0 ;7,36000E-2 ;4,82155E-1 ;1,35446E+0 ;3,00346E+0 ;1,44813E-3 ;1,70656E-4 ;-6,24372E-2 
2602;2,60200E-1 ;9,03322E+0 ;1,38984E+0 ;1,03041E+0 ;2,42207E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;2,99928E+0 ;1,44612E-3 ;1,70656E-4 ;-5,59854E-2 
2603;2,60300E-1 ;9,03322E+0 ;1,40003E+0 ;1,03543E+0 ;2,43226E+0 ;7,36000E-2 ;4,82155E-1 ;1,35733E+0 ;2,98474E+0 ;1,43911E-3 ;1,70656E-4 ;-5,67037E-2 
2604;2,60400E-1 ;9,03322E+0 ;1,40054E+0 ;1,04045E+0 ;2,43277E+0 ;7,36000E-2 ;4,82155E-1 ;1,35948E+0 ;2,97035E+0 ;1,43217E-3 ;1,70656E-4 ;-4,59485E-2 
2605;2,60500E-1 ;9,03322E+0 ;1,39850E+0 ;1,04905E+0 ;2,43073E+0 ;7,36000E-2 ;4,82155E-1 ;1,35661E+0 ;2,94599E+0 ;1,42042E-3 ;1,70656E-4 ;-4,23634E-2 
2606;2,60600E-1 ;9,03322E+0 ;1,38933E+0 ;1,05407E+0 ;2,42156E+0 ;7,36000E-2 ;4,82155E-1 ;1,34514E+0 ;2,93196E+0 ;1,41366E-3 ;1,70656E-4 ;-3,51954E-2 
2607;2,60700E-1 ;9,03322E+0 ;1,38933E+0 ;1,05909E+0 ;2,42156E+0 ;7,36000E-2 ;4,82155E-1 ;1,35303E+0 ;2,91807E+0 ;1,40696E-3 ;1,70656E-4 ;-2,94597E-2 
2608;2,60800E-1 ;9,03322E+0 ;1,39137E+0 ;1,06554E+0 ;2,42360E+0 ;7,36000E-2 ;4,82155E-1 ;1,35016E+0 ;2,90040E+0 ;1,39844E-3 ;1,70656E-4 ;-2,65930E-2 
2609;2,60900E-1 ;9,03322E+0 ;1,39646E+0 ;1,06697E+0 ;2,42869E+0 ;7,36000E-2 ;4,82155E-1 ;1,35518E+0 ;2,89651E+0 ;1,39656E-3 ;1,70656E-4 ;-2,08573E-2 
2610;2,61000E-1 ;9,03322E+0 ;1,40207E+0 ;1,06626E+0 ;2,43430E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;2,89845E+0 ;1,39750E-3 ;1,70656E-4 ;-2,22918E-2 
2611;2,61100E-1 ;9,03322E+0 ;1,40665E+0 ;1,06339E+0 ;2,43888E+0 ;7,36000E-2 ;4,82155E-1 ;1,35589E+0 ;2,90627E+0 ;1,40127E-3 ;1,70656E-4 ;-2,15734E-2 
2612;2,61200E-1 ;9,03322E+0 ;1,41022E+0 ;1,06913E+0 ;2,44245E+0 ;7,36000E-2 ;4,82155E-1 ;1,35303E+0 ;2,89068E+0 ;1,39375E-3 ;1,70656E-4 ;-2,37240E-2 
2613;2,61300E-1 ;9,03322E+0 ;1,41582E+0 ;1,07056E+0 ;2,44805E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;2,88681E+0 ;1,39189E-3 ;1,70656E-4 ;-2,80253E-2 
2614;2,61400E-1 ;9,03322E+0 ;1,42602E+0 ;1,08131E+0 ;2,45825E+0 ;7,36000E-2 ;4,82155E-1 ;1,35374E+0 ;2,85810E+0 ;1,37805E-3 ;1,70656E-4 ;-3,08942E-2 
2615;2,61500E-1 ;9,03322E+0 ;1,42856E+0 ;1,07988E+0 ;2,46079E+0 ;7,36000E-2 ;4,82155E-1 ;1,34944E+0 ;2,86189E+0 ;1,37987E-3 ;1,70656E-4 ;-3,23287E-2 
2616;2,61600E-1 ;9,03322E+0 ;1,43315E+0 ;1,08490E+0 ;2,46538E+0 ;7,36000E-2 ;4,82155E-1 ;1,35374E+0 ;2,84865E+0 ;1,37349E-3 ;1,70656E-4 ;-3,37610E-2 
2617;2,61700E-1 ;9,03322E+0 ;1,44385E+0 ;1,08848E+0 ;2,47608E+0 ;7,36000E-2 ;4,82155E-1 ;1,35231E+0 ;2,83927E+0 ;1,36897E-3 ;1,70656E-4 ;-2,44424E-2 
2618;2,61800E-1 ;9,03322E+0 ;1,44436E+0 ;1,09278E+0 ;2,47659E+0 ;7,36000E-2 ;4,82155E-1 ;1,35159E+0 ;2,82810E+0 ;1,36358E-3 ;1,70656E-4 ;-2,37240E-2 
2619;2,61900E-1 ;9,03322E+0 ;1,45251E+0 ;1,09207E+0 ;2,48474E+0 ;7,36000E-2 ;4,82155E-1 ;1,35159E+0 ;2,82995E+0 ;1,36447E-3 ;1,70656E-4 ;-7,83488E-4 
2620;2,62000E-1 ;9,03322E+0 ;1,46780E+0 ;1,09422E+0 ;2,50003E+0 ;7,36000E-2 ;4,82155E-1 ;1,35159E+0 ;2,82439E+0 ;1,36179E-3 ;1,70656E-4 ;3,00434E-2 
2621;2,62100E-1 ;9,03322E+0 ;1,48665E+0 ;1,09278E+0 ;2,51888E+0 ;7,36000E-2 ;4,82155E-1 ;1,34657E+0 ;2,82810E+0 ;1,36358E-3 ;1,70656E-4 ;9,45661E-2 
2622;2,62200E-1 ;9,03322E+0 ;1,49124E+0 ;1,09422E+0 ;2,52347E+0 ;7,36000E-2 ;4,82155E-1 ;1,34729E+0 ;2,82439E+0 ;1,36179E-3 ;1,70656E-4 ;1,51202E-1 
2623;2,62300E-1 ;9,03322E+0 ;1,49939E+0 ;1,09924E+0 ;2,53162E+0 ;7,36000E-2 ;4,82155E-1 ;1,34872E+0 ;2,81150E+0 ;1,35558E-3 ;1,70656E-4 ;2,34364E-1 
